"customer_id","signup_date","customer_segment","region","acquisition_channel"
"C01231",2023-11-21,"Returning","West","Organic"
"C01232",2024-06-23,"Returning","South","Organic"
"C01233",2023-07-22,"New","East","Referral"
"C01234",2024-07-11,"New","North","Organic"
"C01235",2024-03-07,"New","North","Ads"
"C01236",2024-05-24,"New","South","Ads"
"C01237",2023-06-14,"New","East","Ads"
"C01238",2024-03-31,"Returning","North","Referral"
"C01239",2023-05-12,"New","South","Organic"
"C01240",2023-12-10,"Loyal","West","Referral"
"C01241",2023-02-27,"Loyal","East","Ads"
"C01242",2023-05-20,"New","South","Referral"
"C01243",2024-05-12,"Returning","North","Referral"
"C01244",2024-05-01,"New","North","Ads"
"C01245",2024-06-23,"Loyal","West","Organic"
"C01246",2023-08-25,"Returning","North","Organic"
"C01247",2024-07-28,"New","East","Ads"
"C01248",2024-03-01,"Returning","North","Ads"
"C01249",2023-09-06,"New","West","Referral"
"C01250",2024-09-15,"Returning","North","Organic"
"C01251",2023-02-05,"New","South","Organic"
"C01252",2023-05-10,"New","South","Ads"
"C01253",2023-05-05,"New","South","Organic"
"C01254",2023-01-12,"New","North","Ads"
"C01255",2024-11-15,"New","East","Ads"
"C01256",2023-09-14,"New","South","Organic"
"C01257",2024-11-30,"New","East","Ads"
"C01258",2023-10-30,"New","West","Ads"
"C01259",2024-05-14,"New","East","Ads"
"C01260",2023-03-17,"New","South","Organic"
"C01261",2024-01-02,"New","East","Organic"
"C01262",2024-09-15,"New","West","Ads"
"C01263",2023-12-17,"Returning","South","Ads"
"C01264",2023-08-29,"New","North","Referral"
"C01265",2023-09-14,"New","South","Organic"
"C01266",2024-12-01,"Loyal","South","Ads"
"C01267",2024-12-14,"New","East","Ads"
"C01268",2023-01-31,"New","East","Ads"
"C01269",2023-11-19,"New","West","Organic"
"C01270",2023-07-28,"New","West","Organic"
"C01271",2023-01-04,"Returning","North","Ads"
"C01272",2024-02-13,"New","South","Ads"
"C01273",2024-08-09,"New","South","Ads"
"C01274",2023-10-22,"New","East","Organic"
"C01275",2024-08-08,"Loyal","East","Ads"
"C01276",2024-08-14,"New","North","Organic"
"C01277",2023-07-18,"New","West","Ads"
"C01278",2024-06-30,"Returning","North","Ads"
"C01279",2024-04-23,"Returning","South","Organic"
"C01280",2023-09-09,"New","North","Ads"
"C01281",2023-08-30,"Returning","East","Ads"
"C01282",2023-03-02,"New","South","Ads"
"C01283",2023-08-06,"New","East","Ads"
"C01284",2023-12-29,"Returning","East","Ads"
"C01285",2023-10-20,"New","South","Ads"
"C01286",2024-01-03,"Returning","South","Ads"
"C01287",2023-07-24,"New","North","Ads"
"C01288",2024-08-02,"New","South","Referral"
"C01289",2023-06-24,"New","West","Ads"
"C01290",2024-06-03,"Loyal","West","Ads"
"C01291",2024-09-22,"Loyal","East","Ads"
"C01292",2024-04-05,"Returning","South","Organic"
"C01293",2023-05-18,"New","South","Organic"
"C01294",2024-01-22,"New","East","Referral"
"C01295",2023-02-08,"Loyal","East","Ads"
"C01296",2024-02-26,"New","North","Ads"
"C01297",2023-09-30,"New","North","Ads"
"C01298",2024-01-14,"New","North","Ads"
"C01299",2024-10-21,"New","East","Organic"
"C01300",2023-12-06,"New","North","Ads"
"C01301",2024-10-13,"New","North","Organic"
"C01302",2024-10-21,"New","West","Organic"
"C01303",2023-10-11,"Loyal","West","Referral"
"C01304",2023-11-14,"New","West","Ads"
"C01305",2024-09-17,"Returning","South","Referral"
"C01306",2023-01-03,"Returning","West","Organic"
"C01307",2023-05-20,"New","North","Ads"
"C01308",2024-04-15,"New","South","Organic"
"C01309",2023-12-24,"New","North","Ads"
"C01310",2023-09-23,"Returning","East","Organic"
"C01311",2024-08-24,"Returning","West","Ads"
"C01312",2023-03-04,"New","North","Organic"
"C01313",2023-04-12,"New","East","Referral"
"C01314",2024-03-02,"Returning","East","Organic"
"C01315",2023-03-06,"New","South","Organic"
"C01316",2024-07-07,"Returning","South","Organic"
"C01317",2023-07-09,"New","West","Organic"
"C01318",2024-02-23,"New","North","Organic"
"C01319",2023-01-13,"New","East","Referral"
"C01320",2024-03-16,"Returning","West","Ads"
"C01321",2024-05-04,"New","West","Organic"
"C01322",2024-04-19,"Returning","East","Ads"
"C01323",2023-12-13,"New","South","Organic"
"C01324",2024-02-21,"New","East","Organic"
"C01325",2024-05-27,"New","North","Organic"
"C01326",2024-06-27,"Returning","North","Organic"
"C01327",2024-11-13,"New","West","Organic"
"C01328",2023-08-13,"Returning","East","Organic"
"C01329",2023-05-11,"New","East","Referral"
"C01330",2023-02-28,"New","East","Organic"
"C01331",2024-09-16,"Returning","North","Ads"
"C01332",2024-07-16,"New","West","Ads"
"C01333",2023-11-06,"Returning","South","Organic"
"C01334",2023-10-29,"Returning","West","Organic"
"C01335",2024-02-21,"New","West","Ads"
"C01336",2023-11-22,"New","South","Organic"
"C01337",2023-01-06,"Returning","East","Ads"
"C01338",2024-04-06,"New","North","Organic"
"C01339",2023-01-08,"New","East","Referral"
"C01340",2023-01-09,"Returning","East","Ads"
"C01341",2023-02-05,"Returning","North","Ads"
"C01342",2023-11-10,"New","North","Ads"
"C01343",2023-09-20,"Loyal","North","Referral"
"C01344",2023-10-12,"New","South","Organic"
"C01345",2024-12-19,"New","West","Organic"
"C01346",2024-04-08,"New","East","Ads"
"C01347",2024-09-30,"New","North","Organic"
"C01348",2024-02-05,"New","South","Ads"
"C01349",2024-07-30,"Returning","West","Organic"
"C01350",2023-02-27,"New","South","Ads"
"C01351",2024-04-11,"New","East","Organic"
"C01352",2023-11-24,"Loyal","East","Organic"
"C01353",2024-07-13,"New","West","Ads"
"C01354",2024-01-01,"Returning","South","Organic"
"C01355",2023-07-22,"Returning","East","Ads"
"C01356",2023-02-16,"Loyal","West","Ads"
"C01357",2023-12-13,"Returning","West","Ads"
"C01358",2023-04-02,"New","East","Ads"
"C01359",2024-07-15,"New","East","Organic"
"C01360",2024-05-28,"New","North","Organic"
"C01361",2023-05-16,"New","West","Ads"
"C01362",2023-04-02,"Loyal","South","Organic"
"C01363",2024-12-20,"Returning","South","Organic"
"C01364",2023-08-03,"New","North","Referral"
"C01365",2024-05-17,"Returning","West","Referral"
"C01366",2024-07-02,"New","South","Ads"
"C01367",2023-08-26,"New","South","Ads"
"C01368",2023-08-17,"New","South","Referral"
"C01369",2024-05-22,"New","South","Ads"
"C01370",2023-07-23,"Loyal","North","Ads"
"C01371",2024-03-29,"Returning","West","Ads"
"C01372",2024-11-23,"New","South","Ads"
"C01373",2024-03-07,"Returning","South","Ads"
"C01374",2023-08-17,"Loyal","West","Organic"
"C01375",2024-08-26,"New","East","Ads"
"C01376",2024-07-02,"New","South","Organic"
"C01377",2023-09-14,"Returning","West","Organic"
"C01378",2023-11-04,"New","South","Organic"
"C01379",2023-03-26,"Returning","North","Ads"
"C01380",2023-02-12,"New","East","Ads"
"C01381",2023-06-06,"New","East","Organic"
"C01382",2023-09-12,"Returning","East","Ads"
"C01383",2024-07-11,"New","East","Ads"
"C01384",2024-03-23,"New","North","Referral"
"C01385",2023-05-09,"New","North","Ads"
"C01386",2023-08-04,"New","South","Ads"
"C01387",2023-02-18,"New","East","Ads"
"C01388",2023-07-08,"New","North","Organic"
"C01389",2023-03-07,"Loyal","South","Ads"
"C01390",2024-11-30,"Returning","East","Organic"
"C01391",2023-01-13,"New","West","Ads"
"C01392",2023-07-17,"Returning","South","Organic"
"C01393",2024-01-10,"New","South","Organic"
"C01394",2024-02-26,"Loyal","South","Organic"
"C01395",2024-02-10,"Returning","West","Ads"
"C01396",2024-03-30,"New","North","Organic"
"C01397",2023-12-15,"Returning","South","Ads"
"C01398",2023-11-06,"Loyal","South","Organic"
"C01399",2024-05-27,"Returning","North","Ads"
"C01400",2023-11-29,"Loyal","North","Organic"
"C01401",2023-10-18,"New","North","Organic"
"C01402",2024-08-23,"New","South","Referral"
"C01403",2024-11-27,"New","East","Organic"
"C01404",2024-07-05,"Returning","West","Ads"
"C01405",2024-05-16,"Returning","East","Ads"
"C01406",2023-01-25,"Loyal","South","Organic"
"C01407",2024-01-10,"New","East","Referral"
"C01408",2024-12-19,"New","South","Ads"
"C01409",2023-09-24,"New","North","Organic"
"C01410",2024-07-10,"Loyal","West","Organic"
"C01411",2024-03-06,"New","South","Ads"
"C01412",2024-04-16,"New","North","Organic"
"C01413",2023-10-02,"Returning","South","Organic"
"C01414",2024-04-27,"Returning","East","Ads"
"C01415",2023-07-07,"New","West","Organic"
"C01416",2024-08-31,"New","East","Ads"
"C01417",2024-09-12,"New","East","Organic"
"C01418",2023-08-21,"New","East","Organic"
"C01419",2023-05-02,"New","North","Ads"
"C01420",2024-05-10,"Loyal","West","Organic"
"C01421",2024-08-15,"New","West","Ads"
"C01422",2024-01-30,"Loyal","East","Organic"
"C01423",2024-05-06,"Returning","West","Referral"
"C01424",2024-11-13,"New","East","Organic"
"C01425",2024-12-17,"Loyal","North","Referral"
"C01426",2023-02-01,"New","South","Ads"
"C01427",2024-11-23,"New","South","Organic"
"C01428",2023-03-26,"Returning","South","Ads"
"C01429",2024-01-08,"New","North","Ads"
"C01430",2023-02-06,"New","East","Ads"
"C01431",2023-02-25,"Loyal","East","Organic"
"C01432",2023-01-19,"New","North","Ads"
"C01433",2024-05-20,"Returning","North","Organic"
"C01434",2024-10-28,"Returning","East","Ads"
"C01435",2023-10-10,"New","South","Organic"
"C01436",2024-01-02,"New","South","Ads"
"C01437",2023-03-07,"Loyal","North","Organic"
"C01438",2024-01-31,"New","East","Ads"
"C01439",2023-01-04,"Returning","West","Organic"
"C01440",2024-02-16,"New","South","Referral"
"C01441",2023-08-11,"New","East","Organic"
"C01442",2023-10-11,"New","West","Organic"
"C01443",2024-09-12,"New","West","Ads"
"C01444",2023-07-24,"New","East","Organic"
"C01445",2023-03-31,"New","West","Referral"
"C01446",2023-04-22,"New","South","Ads"
"C01447",2023-09-23,"Loyal","South","Organic"
"C01448",2024-12-05,"Returning","South","Ads"
"C01449",2024-11-18,"Returning","East","Referral"
"C01450",2024-02-29,"Loyal","East","Organic"
"C01451",2024-05-18,"Returning","North","Organic"
"C01452",2024-12-05,"New","North","Referral"
"C01453",2024-03-16,"New","South","Ads"
"C01454",2024-12-11,"Returning","West","Ads"
"C01455",2023-02-28,"New","North","Organic"
"C01456",2024-02-02,"Returning","North","Organic"
"C01457",2023-06-21,"New","West","Ads"
"C01458",2023-01-29,"New","South","Organic"
"C01459",2023-07-29,"Returning","South","Referral"
"C01460",2023-01-12,"New","West","Organic"
"C01461",2023-06-05,"New","South","Ads"
"C01462",2023-10-26,"New","East","Ads"
"C01463",2023-08-15,"New","East","Ads"
"C01464",2024-09-23,"New","East","Organic"
"C01465",2024-04-18,"Loyal","South","Organic"
"C01466",2024-01-18,"Returning","South","Ads"
"C01467",2023-12-19,"Returning","West","Ads"
"C01468",2024-01-18,"Returning","South","Organic"
"C01469",2023-06-04,"New","North","Ads"
"C01470",2024-11-21,"New","East","Ads"
"C01471",2023-07-23,"Loyal","West","Referral"
"C01472",2023-07-01,"New","North","Organic"
"C01473",2023-09-27,"New","North","Referral"
"C01474",2023-07-23,"Returning","North","Referral"
"C01475",2023-10-06,"New","North","Ads"
"C01476",2024-10-23,"Returning","North","Ads"
"C01477",2023-11-20,"Returning","East","Ads"
"C01478",2024-08-11,"New","North","Referral"
"C01479",2024-10-06,"New","East","Ads"
"C01480",2023-04-19,"Returning","East","Ads"
"C01481",2023-06-07,"Returning","North","Ads"
"C01482",2024-12-02,"Returning","South","Organic"
"C01483",2024-10-10,"New","East","Organic"
"C01484",2024-10-10,"New","North","Ads"
"C01485",2024-11-24,"Returning","East","Ads"
"C01486",2024-07-10,"New","North","Organic"
"C01487",2024-01-01,"Returning","North","Organic"
"C01488",2023-04-15,"New","South","Ads"
"C01489",2024-11-04,"New","South","Ads"
"C01490",2024-02-19,"New","South","Ads"
"C01491",2023-10-10,"Returning","East","Ads"
"C01492",2024-10-10,"New","West","Ads"
"C01493",2023-10-11,"New","East","Ads"
"C01494",2024-03-15,"Loyal","South","Ads"
"C01495",2024-12-22,"New","North","Ads"
"C01496",2024-11-14,"New","North","Ads"
"C01497",2023-01-15,"New","East","Organic"
"C01498",2023-12-09,"Returning","South","Ads"
"C01499",2024-01-31,"Loyal","West","Organic"
"C01500",2024-12-15,"New","North","Ads"
"C01501",2024-04-10,"Returning","North","Referral"
"C01502",2023-05-07,"New","South","Organic"
"C01503",2023-03-20,"Returning","South","Ads"
"C01504",2023-01-04,"Returning","West","Organic"
"C01505",2024-11-23,"New","East","Ads"
"C01506",2023-11-05,"Loyal","South","Ads"
"C01507",2024-07-14,"New","South","Organic"
"C01508",2024-03-27,"New","East","Ads"
"C01509",2023-06-16,"New","North","Organic"
"C01510",2024-12-27,"New","North","Organic"
"C01511",2023-11-29,"Returning","South","Organic"
"C01512",2023-08-08,"Returning","North","Ads"
"C01513",2024-12-24,"New","East","Organic"
"C01514",2024-09-30,"Returning","East","Organic"
"C01515",2023-12-17,"New","North","Ads"
"C01516",2024-08-21,"New","West","Ads"
"C01517",2023-03-11,"New","West","Organic"
"C01518",2024-11-04,"New","North","Organic"
"C01519",2024-04-22,"New","North","Ads"
"C01520",2023-12-16,"New","South","Ads"
"C01521",2023-05-22,"Returning","South","Referral"
"C01522",2023-02-27,"Returning","East","Organic"
"C01523",2024-02-25,"Returning","East","Organic"
"C01524",2024-10-09,"Returning","East","Ads"
"C01525",2024-11-01,"Returning","South","Ads"
"C01526",2024-01-09,"New","East","Organic"
"C01527",2023-11-16,"New","East","Ads"
"C01528",2024-09-17,"New","East","Referral"
"C01529",2024-10-04,"Returning","East","Referral"
"C01530",2023-10-08,"Returning","North","Ads"
"C01531",2023-06-09,"Returning","East","Organic"
"C01532",2024-12-01,"New","West","Ads"
"C01533",2024-01-31,"New","West","Ads"
"C01534",2024-04-17,"New","East","Ads"
"C01535",2023-09-26,"New","West","Ads"
"C01536",2024-05-31,"New","South","Organic"
"C01537",2024-03-10,"New","South","Organic"
"C01538",2023-01-08,"New","East","Organic"
"C01539",2023-01-12,"New","North","Organic"
"C01540",2023-12-19,"Returning","South","Organic"
"C01541",2023-12-05,"Returning","North","Organic"
"C01542",2023-07-23,"Loyal","South","Referral"
"C01543",2024-02-03,"New","North","Referral"
"C01544",2024-06-18,"Loyal","South","Organic"
"C01545",2023-03-04,"New","East","Ads"
"C01546",2024-07-30,"Loyal","South","Organic"
"C01547",2023-09-09,"Returning","East","Referral"
"C01548",2023-04-04,"New","West","Ads"
"C01549",2023-09-11,"New","East","Referral"
"C01550",2024-07-26,"New","East","Organic"
"C01551",2024-10-01,"Loyal","South","Organic"
"C01552",2024-12-10,"New","North","Ads"
"C01553",2023-04-15,"Returning","West","Referral"
"C01554",2023-04-25,"Loyal","East","Ads"
"C01555",2024-01-22,"New","South","Ads"
"C01556",2023-10-16,"New","North","Ads"
"C01557",2023-06-14,"Returning","West","Ads"
"C01558",2023-05-20,"New","West","Ads"
"C01559",2024-03-29,"New","West","Ads"
"C01560",2023-01-06,"New","West","Referral"
"C01561",2023-08-31,"Returning","West","Referral"
"C01562",2023-10-09,"New","East","Organic"
"C01563",2024-06-29,"New","North","Ads"
"C01564",2024-07-14,"Returning","South","Referral"
"C01565",2023-04-21,"New","East","Ads"
"C01566",2023-11-14,"New","North","Ads"
"C01567",2024-12-07,"New","West","Ads"
"C01568",2024-02-23,"New","North","Organic"
"C01569",2024-06-12,"New","West","Organic"
"C01570",2023-06-13,"New","North","Organic"
"C01571",2023-11-17,"New","South","Referral"
"C01572",2024-05-02,"Returning","North","Ads"
"C01573",2023-05-26,"Loyal","East","Organic"
"C01574",2024-12-21,"Returning","South","Organic"
"C01575",2024-05-23,"New","North","Ads"
"C01576",2024-01-08,"Returning","West","Organic"
"C01577",2023-04-18,"Returning","South","Organic"
"C01578",2023-07-13,"New","North","Organic"
"C01579",2024-05-12,"New","South","Ads"
"C01580",2023-07-11,"Returning","North","Organic"
"C01581",2023-09-04,"New","West","Ads"
"C01582",2024-04-12,"Returning","North","Organic"
"C01583",2023-11-23,"Returning","South","Ads"
"C01584",2023-11-09,"New","South","Ads"
"C01585",2024-03-25,"New","North","Ads"
"C01586",2024-06-30,"Loyal","South","Organic"
"C01587",2024-08-09,"Loyal","West","Organic"
"C01588",2024-12-10,"New","North","Organic"
"C01589",2024-10-10,"Returning","South","Ads"
"C01590",2024-05-22,"New","North","Ads"
"C01591",2024-09-26,"New","West","Organic"
"C01592",2023-01-03,"Returning","West","Organic"
"C01593",2023-09-12,"Loyal","South","Referral"
"C01594",2024-08-21,"Returning","North","Organic"
"C01595",2023-04-29,"New","West","Referral"
"C01596",2023-09-07,"New","West","Ads"
"C01597",2024-06-27,"New","North","Organic"
"C01598",2024-06-29,"New","North","Organic"
"C01599",2023-03-15,"New","West","Organic"
"C01600",2023-05-06,"New","West","Organic"
"C01601",2024-11-14,"New","North","Ads"
"C01602",2024-05-14,"Returning","North","Referral"
"C01603",2024-04-21,"Returning","East","Referral"
"C01604",2023-02-11,"Loyal","South","Ads"
"C01605",2024-03-27,"New","East","Organic"
"C01606",2024-01-02,"New","West","Ads"
"C01607",2023-11-28,"New","West","Ads"
"C01608",2023-08-08,"Returning","South","Ads"
"C01609",2024-12-24,"Returning","West","Ads"
"C01610",2024-01-12,"New","East","Ads"
"C01611",2023-04-18,"New","South","Referral"
"C01612",2024-04-21,"Returning","North","Organic"
"C01613",2024-10-28,"Returning","West","Organic"
"C01614",2023-08-14,"New","North","Organic"
"C01615",2024-04-30,"Returning","South","Ads"
"C01616",2023-07-14,"New","North","Ads"
"C01617",2023-01-26,"Returning","South","Organic"
"C01618",2023-01-12,"New","West","Ads"
"C01619",2023-06-23,"New","East","Ads"
"C01620",2023-12-13,"Returning","North","Ads"
"C01621",2024-07-05,"Returning","East","Ads"
"C01622",2023-09-19,"New","East","Referral"
"C01623",2024-09-14,"New","North","Organic"
"C01624",2024-04-24,"Returning","East","Organic"
"C01625",2023-06-16,"New","North","Ads"
"C01626",2024-05-25,"New","East","Ads"
"C01627",2024-10-31,"Returning","West","Ads"
"C01628",2023-09-18,"New","South","Organic"
"C01629",2023-11-01,"New","West","Organic"
"C01630",2024-02-17,"New","South","Ads"
"C01631",2024-05-11,"New","North","Ads"
"C01632",2023-09-19,"Loyal","North","Organic"
"C01633",2023-05-27,"Loyal","North","Ads"
"C01634",2023-02-26,"New","East","Organic"
"C01635",2024-11-12,"New","East","Ads"
"C01636",2024-08-24,"Returning","South","Referral"
"C01637",2023-07-28,"Returning","East","Organic"
"C01638",2024-05-21,"New","West","Referral"
"C01639",2023-03-17,"New","West","Organic"
"C01640",2024-10-03,"Returning","East","Organic"
"C01641",2024-08-20,"Returning","North","Ads"
"C01642",2023-04-08,"New","East","Ads"
"C01643",2024-02-15,"New","South","Organic"
"C01644",2023-04-08,"New","North","Referral"
"C01645",2024-08-02,"New","West","Ads"
"C01646",2024-11-10,"New","South","Organic"
"C01647",2023-11-10,"New","South","Ads"
"C01648",2023-06-14,"New","East","Organic"
"C01649",2023-05-24,"New","West","Organic"
"C01650",2024-05-28,"New","East","Ads"
"C01651",2024-07-02,"New","North","Referral"
"C01652",2023-05-27,"New","South","Ads"
"C01653",2023-09-26,"Returning","East","Organic"
"C01654",2024-02-04,"New","East","Organic"
"C01655",2023-08-16,"Returning","East","Organic"
"C01656",2024-10-01,"Returning","South","Ads"
"C01657",2023-07-08,"New","North","Organic"
"C01658",2024-11-06,"New","East","Referral"
"C01659",2024-02-24,"New","West","Ads"
"C01660",2024-07-14,"New","South","Referral"
"C01661",2024-10-02,"New","North","Organic"
"C01662",2023-04-02,"New","West","Organic"
"C01663",2023-11-20,"New","North","Organic"
"C01664",2024-05-18,"New","North","Ads"
"C01665",2024-05-02,"New","East","Ads"
"C01666",2023-06-19,"Loyal","East","Referral"
"C01667",2023-12-18,"New","East","Organic"
"C01668",2023-03-15,"Loyal","North","Organic"
"C01669",2023-10-17,"Returning","West","Organic"
"C01670",2024-08-19,"New","North","Organic"
"C01671",2024-12-07,"New","South","Organic"
"C01672",2023-01-20,"New","North","Referral"
"C01673",2024-05-12,"New","East","Ads"
"C01674",2024-07-13,"New","South","Referral"
"C01675",2023-04-19,"Returning","East","Organic"
"C01676",2023-03-19,"Returning","East","Ads"
"C01677",2023-07-21,"Loyal","East","Organic"
"C01678",2024-01-01,"Returning","South","Organic"
"C01679",2023-05-15,"New","West","Ads"
"C01680",2024-08-14,"Returning","North","Referral"
"C01681",2023-04-10,"Returning","West","Ads"
"C01682",2024-01-05,"New","North","Ads"
"C01683",2023-09-26,"New","West","Organic"
"C01684",2023-04-07,"Loyal","North","Ads"
"C01685",2023-01-18,"New","East","Ads"
"C01686",2023-05-20,"Loyal","West","Ads"
"C01687",2024-06-12,"New","North","Ads"
"C01688",2024-04-28,"New","West","Organic"
"C01689",2024-06-07,"Returning","North","Organic"
"C01690",2023-10-22,"Returning","East","Ads"
"C01691",2023-12-30,"Loyal","North","Ads"
"C01692",2023-05-22,"Loyal","West","Ads"
"C01693",2023-01-17,"New","South","Organic"
"C01694",2023-02-14,"New","South","Referral"
"C01695",2023-08-20,"New","North","Referral"
"C01696",2024-01-04,"New","South","Ads"
"C01697",2023-11-16,"New","North","Organic"
"C01698",2024-08-02,"New","North","Organic"
"C01699",2023-08-20,"New","West","Organic"
"C01700",2023-09-10,"New","East","Organic"
"C01701",2024-02-19,"New","North","Organic"
"C01702",2023-09-21,"New","East","Organic"
"C01703",2024-03-11,"New","North","Organic"
"C01704",2023-03-16,"New","North","Ads"
"C01705",2023-09-12,"New","East","Ads"
"C01706",2023-03-29,"New","North","Organic"
"C01707",2023-02-24,"New","East","Ads"
"C01708",2024-04-11,"Loyal","South","Referral"
"C01709",2023-09-16,"New","South","Referral"
"C01710",2023-07-09,"New","West","Referral"
"C01711",2023-12-30,"New","North","Ads"
"C01712",2023-02-10,"New","West","Ads"
"C01713",2023-04-13,"New","East","Ads"
"C01714",2024-04-20,"New","South","Ads"
"C01715",2024-04-19,"New","North","Organic"
"C01716",2023-07-13,"New","West","Organic"
"C01717",2024-08-08,"Returning","South","Referral"
"C01718",2024-06-22,"New","East","Organic"
"C01719",2024-12-10,"Returning","West","Organic"
"C01720",2023-04-26,"Loyal","North","Organic"
"C01721",2023-08-07,"New","West","Organic"
"C01722",2024-04-22,"New","North","Ads"
"C01723",2024-09-28,"Returning","East","Ads"
"C01724",2024-10-21,"Returning","South","Organic"
"C01725",2024-05-11,"New","North","Ads"
"C01726",2023-11-16,"New","South","Ads"
"C01727",2023-09-15,"New","West","Ads"
"C01728",2024-06-21,"New","South","Organic"
"C01729",2023-07-14,"Returning","West","Ads"
"C01730",2024-05-06,"Returning","South","Organic"
"C01731",2023-05-24,"Returning","West","Referral"
"C01732",2023-11-10,"New","East","Organic"
"C01733",2024-05-23,"New","South","Referral"
"C01734",2023-08-23,"New","North","Organic"
"C01735",2023-01-09,"New","West","Referral"
"C01736",2024-01-11,"Returning","South","Ads"
"C01737",2024-04-17,"Loyal","South","Organic"
"C01738",2024-03-09,"New","West","Ads"
"C01739",2023-11-23,"Returning","East","Organic"
"C01740",2023-07-24,"Loyal","East","Organic"
"C01741",2023-08-06,"New","West","Referral"
"C01742",2023-12-11,"Loyal","North","Ads"
"C01743",2023-02-11,"Returning","South","Ads"
"C01744",2024-01-31,"New","East","Organic"
"C01745",2024-08-25,"Loyal","West","Ads"
"C01746",2023-06-01,"Returning","West","Ads"
"C01747",2024-07-11,"Loyal","East","Organic"
"C01748",2023-02-02,"New","East","Ads"
"C01749",2023-09-27,"New","North","Ads"
"C01750",2023-08-02,"New","South","Ads"
"C01751",2024-05-07,"New","East","Ads"
"C01752",2024-04-07,"New","North","Referral"
"C01753",2023-08-15,"New","West","Ads"
"C01754",2024-04-11,"Loyal","South","Organic"
"C01755",2024-02-05,"New","North","Ads"
"C01756",2023-06-02,"Returning","East","Organic"
"C01757",2023-04-12,"New","East","Ads"
"C01758",2023-02-09,"Returning","West","Ads"
"C01759",2023-10-11,"Loyal","West","Referral"
"C01760",2024-05-23,"Returning","East","Ads"
"C01761",2023-07-30,"Returning","North","Ads"
"C01762",2024-10-13,"New","West","Ads"
"C01763",2023-07-20,"New","North","Organic"
"C01764",2023-04-29,"New","West","Organic"
"C01765",2023-05-03,"New","South","Organic"
"C01766",2023-04-01,"New","East","Ads"
"C01767",2023-04-20,"Loyal","East","Referral"
"C01768",2024-10-03,"Returning","West","Organic"
"C01769",2024-05-13,"Returning","South","Organic"
"C01770",2024-02-01,"Loyal","West","Ads"
"C01771",2023-03-16,"Returning","West","Ads"
"C01772",2023-08-26,"Loyal","North","Organic"
"C01773",2024-12-10,"New","South","Organic"
"C01774",2024-07-30,"New","West","Organic"
"C01775",2024-12-25,"New","South","Organic"
"C01776",2024-10-09,"New","South","Referral"
"C01777",2024-12-16,"New","South","Organic"
"C01778",2023-01-15,"New","South","Organic"
"C01779",2023-11-16,"Loyal","East","Ads"
"C01780",2024-10-10,"New","West","Organic"
"C01781",2023-02-22,"Loyal","South","Organic"
"C01782",2024-05-05,"Loyal","South","Organic"
"C01783",2023-10-14,"New","South","Referral"
"C01784",2023-12-17,"Returning","North","Ads"
"C01785",2024-12-30,"Returning","West","Ads"
"C01786",2023-12-07,"Loyal","North","Ads"
"C01787",2023-12-30,"New","North","Organic"
"C01788",2024-06-09,"New","West","Ads"
"C01789",2024-11-11,"New","West","Referral"
"C01790",2024-01-13,"New","West","Ads"
"C01791",2024-03-24,"New","West","Organic"
"C01792",2023-03-13,"Returning","East","Organic"
"C01793",2023-07-22,"New","West","Organic"
"C01794",2023-10-27,"Returning","North","Organic"
"C01795",2024-11-13,"Loyal","North","Organic"
"C01796",2023-05-10,"New","East","Organic"
"C01797",2024-08-25,"Returning","West","Organic"
"C01798",2024-06-19,"New","North","Organic"
"C01799",2023-09-08,"New","North","Referral"
"C01800",2024-04-20,"New","South","Referral"
"C01801",2023-08-15,"New","North","Organic"
"C01802",2023-12-27,"Returning","North","Ads"
"C01803",2023-10-17,"New","North","Organic"
"C01804",2024-11-28,"Returning","South","Ads"
"C01805",2023-10-08,"Returning","North","Ads"
"C01806",2023-08-07,"New","West","Organic"
"C01807",2024-02-15,"Returning","West","Ads"
"C01808",2024-03-14,"Loyal","West","Ads"
"C01809",2024-10-21,"New","South","Ads"
"C01810",2024-10-10,"Returning","East","Ads"
"C01811",2024-06-06,"Returning","West","Organic"
"C01812",2023-11-07,"New","West","Organic"
"C01813",2023-11-19,"New","North","Ads"
"C01814",2024-05-24,"Loyal","East","Ads"
"C01815",2023-09-02,"New","West","Referral"
"C01816",2024-09-08,"Returning","North","Organic"
"C01817",2024-01-30,"New","North","Referral"
"C01818",2024-02-22,"New","East","Referral"
"C01819",2024-02-16,"Returning","South","Ads"
"C01820",2024-10-24,"New","West","Organic"
"C01821",2024-05-14,"New","East","Organic"
"C01822",2024-10-04,"Returning","East","Organic"
"C01823",2023-12-03,"Returning","East","Organic"
"C01824",2023-09-08,"Returning","West","Organic"
"C01825",2024-02-03,"Loyal","West","Ads"
"C01826",2023-02-17,"New","West","Organic"
"C01827",2024-03-24,"Loyal","West","Organic"
"C01828",2023-08-15,"New","South","Ads"
"C01829",2023-11-11,"New","West","Ads"
"C01830",2023-10-28,"Loyal","South","Referral"
"C01831",2024-06-07,"New","South","Referral"
"C01832",2023-06-24,"New","West","Ads"
"C01833",2023-09-02,"New","North","Ads"
"C01834",2023-09-30,"New","South","Referral"
"C01835",2024-07-13,"Returning","North","Ads"
"C01836",2024-10-04,"New","East","Ads"
"C01837",2023-10-15,"New","North","Organic"
"C01838",2023-06-16,"New","West","Ads"
"C01839",2024-05-15,"New","West","Organic"
